iter	RMSE
445	0.06877239423
446	0.06869100564
447	0.06862915246
448	0.06851340478
449	0.06843444415
450	0.06840711266
451	0.06827171939
452	0.06817061303
453	0.06810512508
454	0.06801143185
455	0.0679327576
456	0.06783437065
457	0.06772981103
458	0.06766010969
459	0.06761406858
460	0.06754782781
461	0.06744095947
462	0.0673641232
463	0.06722300495
464	0.06712089996
465	0.06702767241
466	0.06696098997
467	0.06694491213
468	0.06684441526
469	0.06682674966
470	0.06674984829
471	0.06672372487
472	0.06665881049
473	0.06656227648
474	0.06655077638
475	0.06650930387
476	0.06639716574
477	0.06638780081
478	0.06628748068
479	0.06624110429
480	0.06612486877
481	0.06603511598
482	0.06597408475
483	0.06595864823
484	0.06588883531
485	0.06581608264
486	0.06580417774
487	0.06571553991
488	0.06564925694
489	0.06557744653
490	0.06556589895
491	0.06548405733
492	0.06540886379
493	0.06537657676
494	0.06536856599
495	0.06535867825
496	0.06529273487
497	0.06527032244
498	0.06524185193
499	0.06522761848
500	0.06519509864
501	0.0650913188
502	0.06499713634
503	0.06492243672
504	0.0648418717
505	0.06481075346
506	0.06472398915
507	0.06462885725
508	0.06461802043
509	0.06455057557
510	0.06452399631
511	0.0645166406
512	0.06443079794
513	0.06441734756
514	0.0644042287
515	0.06434097947
516	0.06431579328
517	0.0642345291
518	0.06422270021
519	0.06417344504
520	0.06414939072
521	0.06409271265
522	0.06400706201
523	0.06397795589
524	0.06396558782
525	0.06394053902
526	0.06387246879
527	0.06383079165
528	0.06381975133
529	0.06374213134
530	0.06366311763
531	0.06354377271
532	0.06348186858
533	0.06339494607
534	0.06338361052
535	0.06337176084
536	0.06332028394
537	0.06323598635
538	0.06318337909
539	0.06315897316
540	0.06306953018
541	0.06305805013
542	0.06298526084
543	0.06292858188
544	0.06287319221
545	0.0628051928
546	0.06269480642
547	0.06263274868
548	0.06262157305
549	0.06261099391
550	0.06260023005
551	0.06258932693
552	0.06252769771
553	0.06250803718
554	0.06245317107
555	0.06236699372
556	0.0622790596
557	0.0621908112
558	0.06211997859
559	0.0620713011
560	0.06206471443
561	0.06196642651
562	0.06189933558
563	0.06189102966
564	0.06187919934
565	0.06186888461
566	0.06180645146
567	0.06177493456
568	0.06170051396
569	0.06168662083
570	0.06161026697
571	0.0615492551
572	0.06144006576
573	0.06142451453
574	0.06139380149
575	0.06130095065
576	0.0612298775
577	0.06117908408
578	0.0610930747
579	0.0610117919
580	0.06098078639
581	0.06097166371
582	0.06092379123
583	0.06089995684
584	0.06080150983
585	0.06073979751
586	0.06068453095
587	0.0606755321
588	0.06066081258
589	0.06057763475
590	0.06055637862
591	0.06048044191
592	0.06038282883
593	0.06027366451
594	0.06026570338
595	0.06025970737
596	0.06025133944
597	0.06024171315
598	0.06018933796
599	0.06013109994
600	0.06007819755
601	0.06007086106
602	0.06001842094
603	0.0599283719
604	0.0598808921
605	0.05986944827
606	0.05980037387
607	0.05979235064
608	0.05978233554
609	0.05976514671
610	0.05969650195
611	0.05968645262
612	0.05965800673
613	0.05964178327
614	0.05963521937
615	0.05962670751
616	0.059619199
617	0.05956681963
618	0.05947846645
619	0.05946891683
620	0.05937942885
621	0.05937115853
622	0.05936593231
623	0.05932768828
624	0.0592569724
625	0.05924767189
626	0.05917545801
627	0.05912913239
628	0.05912310898
629	0.05911610219
630	0.05910954857
631	0.05903211955
632	0.05896257799
633	0.05888853836
634	0.05885386494
635	0.05884720726
636	0.05875507677
637	0.05874894696
638	0.05865729691
639	0.05865285973
640	0.05864270137
641	0.05855439741
642	0.05854359816
643	0.05843577265
644	0.05834089688
645	0.05826808449
646	0.05819094947
647	0.05811432407
648	0.05808488178
649	0.05803956522
650	0.05799610743
651	0.05786183451
652	0.0578138692
653	0.05771336895
654	0.05766540178
655	0.0576337982
656	0.05762942011
657	0.05761335577
658	0.0576086437
659	0.05754063895
660	0.05751612118
661	0.05745789232
662	0.05737006345
663	0.05733441709
664	0.05732751379
665	0.05727532253
666	0.05723350935
667	0.0571889349
668	0.05714124008
669	0.05713593943
670	0.05707888758
671	0.05703257931
672	0.05699263405
673	0.0569698437
674	0.05694990038
675	0.05688505238
676	0.05679040961
677	0.05673764766
678	0.05668011752
679	0.05663312523
680	0.05654265413
681	0.0565362723
682	0.05650704466
683	0.05642907204
684	0.05636200906
685	0.05632331957
686	0.05631633095
687	0.05624663928
688	0.05623333376
689	0.05617382353
690	0.05611545019
691	0.05608014159
692	0.05606364934
693	0.05605244674
694	0.05599790337
695	0.05594719217
696	0.05586236261
697	0.05580671753
698	0.05576335079
699	0.05575263722
700	0.05568243782
701	0.05563721572
702	0.0556235892
703	0.05555115292
704	0.05553921266
705	0.05549376732
706	0.05542015614
707	0.05535427289
708	0.05530709553
709	0.05525330495
710	0.05516727989
711	0.05513235905
712	0.05505102217
713	0.0549939342
714	0.05494904636
715	0.05490214491
716	0.05480930586
717	0.05479888136
718	0.05475733135
719	0.05472219205
720	0.05468555102
721	0.05463466152
722	0.05458345396
723	0.05455061523
724	0.05447583217
725	0.05445763393
726	0.05443687176
727	0.05438929165
728	0.05435094481
729	0.05434512853
730	0.05433798646
731	0.05429383815
732	0.05428506681
733	0.05423634994
734	0.05419233402
735	0.05415293589
736	0.05414888169
737	0.05409622303
738	0.05403044571
739	0.05397886702
740	0.05388104683
741	0.05387597637
742	0.05387210611
743	0.05381711356
744	0.05375358688
745	0.05370869018
746	0.05368634131
747	0.05362461973
748	0.05358032632
749	0.05354107679
750	0.05348863451
751	0.0534399622
752	0.05342990589
753	0.05342036906
754	0.0533670493
755	0.05330270693
756	0.0532787062
757	0.05324449385
758	0.0532045978
759	0.05317771394
760	0.05313390942
761	0.05312924354
762	0.05307781415
763	0.05303869027
764	0.05299541684
765	0.05295900772
766	0.05290686667
767	0.05285304751
768	0.05279538747
769	0.05274255988
770	0.0526604107
771	0.05265290346
772	0.05257148175
773	0.05252991228
774	0.05252379569
775	0.0524542486
776	0.05238944147
777	0.05238466385
778	0.05231884873
779	0.05229356603
780	0.05226840778
781	0.05225154842
782	0.05218813827
783	0.05212699775
784	0.05208329772
785	0.05204430316
786	0.05202839698
787	0.05199654346
788	0.05193081614
789	0.05187155115
790	0.05179109871
791	0.05172898674
792	0.05168388755
793	0.05163656919
794	0.05160142939
795	0.05158961287
796	0.0515712204
797	0.05152715144
798	0.05147315109
799	0.05144313235
800	0.05141378556
801	0.05139349538
802	0.05137440606
803	0.05133247002
804	0.05132590823
805	0.05129377978
806	0.05121381257
807	0.0511604783
808	0.05114552129
809	0.05113260529
810	0.05112443391
811	0.05109113833
812	0.05108779059
813	0.05104370915
814	0.05095008658
815	0.05091284062
816	0.05090916583
817	0.05085479111
818	0.05080360637
819	0.05076140818
820	0.05072913789
821	0.05067428794
822	0.05066996843
823	0.05063985148
824	0.05059641867
825	0.05053858543
826	0.05048529216
827	0.05042417622
828	0.05039117644
829	0.05035461214
830	0.05027778499
831	0.0502401527
832	0.05023405105
833	0.05021320588
834	0.05015988939
835	0.05011274352
836	0.0500928525
837	0.05001878348
838	0.04996529772
839	0.04995944971
840	0.04992826188
841	0.0498689801
842	0.0498648661
843	0.04985060135
844	0.04980112765
845	0.04975700382
846	0.04971467161
847	0.04968371499
848	0.04965424803
849	0.04964571172
850	0.04962137313
851	0.04961830518
852	0.04960005782
853	0.04958994389
854	0.04953538309
855	0.04953266631
856	0.04949966045
857	0.04945879487
858	0.0494423893
859	0.0493926467
860	0.04933545799
861	0.04932156248
862	0.04930286248
863	0.04925396243
864	0.0492303665
865	0.04921765044
866	0.04921451822
867	0.04920988052
868	0.0492069899
869	0.04917933842
870	0.04911419067
871	0.04907095173
872	0.04905756591
873	0.04904213269
874	0.04903915219
875	0.04895316256
876	0.04888778425
877	0.04886115009
878	0.04879479729
879	0.04876198305
880	0.04874869703
881	0.04873583222
882	0.04869290712
883	0.04867151051
884	0.04864314264
885	0.04859631687
886	0.04853010017
887	0.04849255302
888	0.04846832303
889	0.04846443247
890	0.04844897189
891	0.04840554515
892	0.048366504
893	0.04832227708
894	0.04828874515
895	0.04828462883
896	0.04824036613
897	0.04819464256
898	0.04815713178
899	0.04810556697
900	0.04805341326
901	0.04802188365
902	0.04796714621
903	0.04792626396
904	0.04789773961
905	0.04786979295
906	0.04781286492
907	0.04777218632
908	0.04776670797
909	0.04772558209
910	0.04768189187
911	0.04765984357
912	0.04764899642
913	0.0476012696
914	0.04757484348
915	0.04751055974
916	0.04747124919
917	0.04743222307
918	0.04739327077
919	0.04731841484
920	0.04730242085
921	0.0472668975
922	0.0472619789
923	0.04724463344
924	0.04723813401
925	0.04719699412
926	0.04713163342
927	0.04712203863
928	0.04706688352
929	0.04704951977
930	0.04702466399
931	0.0470213319
932	0.04698086572
933	0.046960757
934	0.04689811494
935	0.04683485804
936	0.04676986583
937	0.04672817777
938	0.04668411751
939	0.04664264411
940	0.04660634009
941	0.04656369149
942	0.04656072001
943	0.04655286629
944	0.04651860944
945	0.04649586128
946	0.04645205752
947	0.04643313893
948	0.04638312557
949	0.04637107876
950	0.04632921134
951	0.04630416875
952	0.04626834573
953	0.04622804882
954	0.04618212894
955	0.0461382597
956	0.0461034191
957	0.04607935845
958	0.04604772428
959	0.04602036877
960	0.04599879513
961	0.04599432173
962	0.0459725288
963	0.04593713995
964	0.04589909955
965	0.04587673988
966	0.04584761513
967	0.04584567041
968	0.0458335378
969	0.0457968631
970	0.04577973549
971	0.0457129221
972	0.04565251288
973	0.04558716025
974	0.04553141236
975	0.04549341454
976	0.04544160601
977	0.04543806278
978	0.04540524555
979	0.04536334682
980	0.04532925679
981	0.04526916204
982	0.04522606961
983	0.04519702784
984	0.04517937446
985	0.04515507571
986	0.04510642333
987	0.04507420646
988	0.04506708687
989	0.045046944
990	0.04501139904
991	0.04497986753
992	0.04495903016
993	0.04493255849
994	0.04489202943
995	0.04482789271
996	0.04478787042
997	0.04474265527
998	0.04471920363
999	0.04470315987
